id,plateforme,genre,annee,mois,duree_min,pays_origine,abonnes_chaine,vues,likes,commentaires,taux_retention,score_critique,tendance
2620,YouTube,Horreur,2023,11,59,UK,170003,317,4,5,83.0,5.0,0
2621,YouTube,Thriller,2020,2,49,Canada,373099,33548,8160,478,53.5,5.4,0
2622,YouTube,Comedie,2022,4,24,Canada,46406,1471,9,7,25.4,5.5,0
2623,YouTube,Biopic,2016,11,59,USA,329498,100,7,1,54.4,7.5,0
2624,YouTube,Biopic,2022,1,22,Espagne,9583,13135,62,15,54.6,9.1,0
2625,YouTube,Romance,2020,12,36,USA,14739,98111,1406,13,54.3,6.5,1
2626,YouTube,Biopic,2016,11,3,USA,240434,1078,38,53,45.9,8.4,0
2627,YouTube,Action,2015,2,57,France,118995,148286,549,2278,78.9,5.5,1
2628,YouTube,Animation,2021,2,36,France,12321,100,4,1,71.5,6.3,0
2629,YouTube,Action,2018,9,57,UK,2717,149,19,0,59.4,6.3,0
2630,YouTube,Biopic,2017,1,23,USA,14648,2065,163,3,49.3,7.4,0
2631,YouTube,Animation,2018,7,20,UK,5598,1179,81,11,73.8,5.6,0
2632,YouTube,Biopic,2023,1,32,Espagne,693153,562,17,13,53.6,7.7,0
2633,YouTube,Romance,2018,7,52,USA,100718,4163,781,4,66.2,7.1,0
2634,YouTube,Action,2015,5,34,France,4760,795,90,18,66.8,6.8,0
2635,YouTube,Action,2017,9,48,UK,2724,1215,52,9,52.9,5.7,0
2636,YouTube,Thriller,2016,11,15,France,4644,5979,479,44,75.0,4.0,0
2637,YouTube,Documentaire,2021,6,47,Canada,7203,561,60,20,60.8,5.9,0
2638,YouTube,Comedie,2022,8,44,USA,15781,2286,77,1,76.3,7.7,0
2639,YouTube,Horreur,2022,8,54,USA,204657,593,9,4,82.6,3.9,0
2640,YouTube,Drame,2020,12,6,USA,3187,146,5,0,26.0,4.2,0
2641,YouTube,SF,2021,3,24,USA,2145910,20115,4900,27,85.9,6.1,0
2642,YouTube,Drame,2018,3,8,USA,3338,213093,11377,4253,58.5,5.3,1
2643,YouTube,SF,2020,5,25,France,1315,42677,1630,1151,72.5,10.0,0
2644,YouTube,SF,2015,9,46,USA,644744,6831,277,2,88.9,6.9,0
2645,YouTube,Action,2019,11,39,Allemagne,309437,599,24,4,73.3,5.9,0
2646,YouTube,Romance,2020,4,45,France,15295,1454,75,6,74.3,8.2,0
2647,YouTube,Documentaire,2015,2,45,USA,47224,41879,844,294,72.3,6.4,0
2648,YouTube,Biopic,2019,8,59,France,49669,100,21,0,84.6,6.4,0
2649,YouTube,Thriller,2021,8,53,USA,28952,1202,37,11,21.2,9.2,0
2650,YouTube,Horreur,2018,5,36,France,1647,18681,1088,55,56.8,3.4,0
2651,YouTube,Horreur,2019,3,52,Canada,153,173,4,2,38.0,5.1,0
2652,YouTube,Biopic,2017,11,5,France,4066,8591,204,19,86.2,7.3,0
2653,YouTube,Thriller,2017,11,44,UK,832600,7650,296,104,62.9,5.1,0
2654,YouTube,Horreur,2016,9,32,France,900609,100,37,0,92.0,5.1,0
2655,YouTube,Romance,2017,7,57,USA,13047,3705,175,53,65.9,7.7,0
2656,YouTube,Action,2022,4,31,France,3242,636,14,1,41.8,5.5,0
2657,YouTube,Drame,2023,5,13,UK,38416,8435,1087,19,85.7,7.1,0
2658,YouTube,Animation,2020,1,44,Espagne,52995,15906,2136,142,77.0,6.1,0
2659,YouTube,Comedie,2020,3,57,France,73235,8081,899,32,89.1,7.0,0
2660,YouTube,SF,2020,6,3,Espagne,140,3574,92,36,46.3,6.4,0
2661,YouTube,Documentaire,2019,6,6,USA,12182516,6137,151,32,73.4,7.8,0
2662,YouTube,Comedie,2018,1,40,USA,212128,157,21,0,75.3,7.9,0
2663,YouTube,SF,2020,12,34,UK,14828,2760,425,87,62.7,5.5,0
2664,YouTube,Drame,2022,4,34,France,5234,406,7,11,40.5,4.1,0
2665,YouTube,Romance,2018,7,8,USA,158674,39294,570,88,55.5,6.3,0
2666,YouTube,Drame,2020,6,35,France,59325,16450,1483,3,80.4,5.6,0
2667,YouTube,Biopic,2019,6,35,UK,26483,16333,611,12,42.7,5.4,0
2668,YouTube,Action,2017,11,51,USA,55087,216150,22095,2928,64.9,3.9,1
2669,YouTube,Biopic,2017,9,25,Allemagne,17580,1306,120,28,75.8,5.9,0
2670,YouTube,Documentaire,2015,11,22,France,49203,755,100,0,88.0,6.6,0
2671,YouTube,Horreur,2018,5,7,Allemagne,94157,1231,81,12,80.7,5.6,0
2672,YouTube,Horreur,2021,4,35,France,43766,100,10,0,77.9,6.4,0
2673,YouTube,Comedie,2021,6,39,UK,39412,100,9,1,43.3,7.5,0
2674,YouTube,Biopic,2023,7,19,USA,357081,14083,1227,416,76.0,8.6,0
2675,YouTube,Romance,2015,5,44,France,903,100,6,1,67.3,8.8,0
2676,YouTube,Biopic,2021,6,56,France,4465,202,6,1,80.1,5.5,0
2677,YouTube,Horreur,2022,2,12,UK,23228,2311,223,42,73.4,5.4,0
2678,YouTube,Romance,2018,8,35,France,5116,1063,196,1,64.8,4.4,0
2679,YouTube,Thriller,2017,9,42,USA,9975,27286,1602,34,56.3,7.7,0
2680,YouTube,Comedie,2018,7,4,Espagne,289376,3467,417,18,82.6,6.8,0
2681,YouTube,Comedie,2021,11,13,USA,16351,404,49,5,15.6,8.6,0
2682,YouTube,Thriller,2022,12,25,France,567,33829,2078,74,65.5,6.8,0
2683,YouTube,Horreur,2020,11,10,France,9445,18434,2489,496,73.2,5.7,0
2684,YouTube,Romance,2019,2,23,France,24741,100,4,0,68.4,6.4,0
2685,YouTube,SF,2020,11,11,USA,23846,5600,424,2,54.2,6.2,0
2686,YouTube,Drame,2015,5,54,UK,66975,498,73,6,42.1,5.4,0
2687,YouTube,Romance,2020,6,37,France,56884,467,21,10,37.3,6.6,0
2688,YouTube,Animation,2015,5,21,France,16686,319268,34078,2053,43.8,5.2,1
2689,YouTube,Biopic,2023,4,47,UK,2026,4067,364,12,72.0,8.6,0
2690,YouTube,Documentaire,2023,11,4,USA,9115,1730,79,26,79.7,3.9,0
2691,YouTube,Animation,2019,8,37,USA,6338,3686,132,18,74.3,8.3,0
2692,YouTube,Biopic,2018,12,41,Espagne,12453,26518,1821,884,76.6,5.7,0
2693,YouTube,SF,2021,12,49,France,87757,515,20,7,64.7,2.1,0
2694,YouTube,Biopic,2020,6,15,USA,49424,790,86,0,82.5,3.8,0
2695,YouTube,Thriller,2021,9,36,Canada,114463,15393,338,136,75.9,6.4,0
2696,YouTube,Comedie,2019,7,46,UK,10217,100,9,1,84.7,5.9,0
2697,YouTube,SF,2017,6,48,Canada,449873,35487,776,121,83.5,7.1,0
2698,YouTube,Comedie,2015,9,13,Canada,84598,100,1,1,39.3,5.9,0
2699,YouTube,Comedie,2017,9,58,USA,27569,1612,200,24,55.1,7.4,0
2700,YouTube,Horreur,2019,11,18,USA,73621,100,2,2,95.0,6.5,0
2701,YouTube,Documentaire,2018,10,25,UK,5701,212,67,4,66.2,7.5,0
2702,YouTube,Drame,2019,8,13,UK,324,76432,5385,572,52.5,7.8,0
2703,YouTube,Horreur,2017,12,11,UK,6545,40584,5005,1043,79.8,7.3,0
2704,YouTube,Action,2023,2,17,USA,98214,53013,6409,854,78.6,6.1,0
2705,YouTube,Drame,2018,10,10,Canada,25859,100,8,2,92.3,8.6,0
2706,YouTube,Documentaire,2022,5,44,France,16752,215,3,2,90.5,6.4,0
2707,YouTube,Thriller,2018,6,37,France,4041,6972,193,21,94.7,5.4,0
2708,YouTube,Documentaire,2018,10,25,USA,440,17823,2637,36,43.2,5.9,0
2709,YouTube,Horreur,2020,4,34,France,380671,403,42,5,91.6,7.1,0
2710,YouTube,Action,2017,11,37,UK,14533,701,168,14,80.8,8.0,0
2711,YouTube,Action,2016,6,13,France,9329,176,13,2,71.0,7.5,0
2712,YouTube,Biopic,2018,5,19,UK,5748,188266,27950,1855,81.1,7.5,1
2713,YouTube,Romance,2022,4,53,USA,270775,909,67,7,65.5,5.9,0
2714,YouTube,Romance,2016,6,3,France,128373,3223,262,67,53.1,8.1,0
2715,YouTube,SF,2018,12,57,France,3182,3674,566,14,77.0,6.5,0
2716,YouTube,SF,2021,2,57,USA,226179,47289,1008,98,93.7,5.7,0
2717,YouTube,Animation,2021,7,17,UK,16479,275,32,2,41.1,3.6,0
2718,YouTube,Romance,2018,11,21,USA,6495,55306,5395,1475,71.7,7.4,0
2719,YouTube,Comedie,2015,6,14,France,12243,121,6,6,75.1,5.6,0
2720,YouTube,Animation,2015,7,34,France,4598,54956,2177,55,57.6,4.9,0
2721,YouTube,Animation,2019,5,15,France,1569,100,4,0,91.9,4.6,0
2722,YouTube,Comedie,2022,2,48,France,104012,2295,549,17,95.0,7.8,0
2723,YouTube,Thriller,2015,8,25,Espagne,14165,173441,10534,367,65.2,6.8,1
2724,YouTube,Documentaire,2022,12,58,France,75691,17036,2515,218,65.4,7.3,0
2725,YouTube,Animation,2021,7,51,France,39121,8545,596,300,83.4,6.2,0
2726,YouTube,Comedie,2015,6,25,Allemagne,65978,216,16,1,68.5,6.6,0
2727,YouTube,Action,2018,2,36,UK,367,474,17,1,70.5,6.4,0
2728,YouTube,Romance,2016,12,4,USA,3891,85904,5741,367,67.2,4.8,1
2729,YouTube,SF,2023,11,6,UK,68784,9709,601,3,41.1,7.7,0
2730,YouTube,Biopic,2019,11,31,Espagne,1720,27601,3888,411,75.4,5.2,0
2731,YouTube,Romance,2017,5,29,France,46449,3584,225,38,95.0,5.7,0
2732,YouTube,Biopic,2017,8,25,France,1364,1473,276,13,39.3,7.1,0
2733,YouTube,Drame,2020,6,8,Allemagne,22762,20265,2054,481,64.9,8.1,0
2734,YouTube,SF,2015,3,50,Canada,551270,5700,861,147,81.0,5.6,0
2735,YouTube,Comedie,2017,3,26,Espagne,103694,1949,390,1,56.1,7.6,0
2736,YouTube,Romance,2016,5,29,USA,543,100,7,2,56.5,7.0,0
2737,YouTube,Comedie,2020,7,26,Espagne,120179,32362,8263,753,82.8,6.2,0
2738,YouTube,SF,2021,2,31,USA,842792,8955,1217,135,59.8,6.4,0
2739,YouTube,Thriller,2019,9,39,UK,5921095,654,40,3,62.3,6.4,0
2740,YouTube,Comedie,2016,6,46,Allemagne,56962,56847,5956,403,62.7,6.8,0
2741,YouTube,Action,2018,11,34,France,1438,5483,1251,225,90.2,8.2,0
2742,YouTube,Romance,2022,4,12,France,52541,5758,784,19,77.8,6.9,0
2743,YouTube,Biopic,2016,1,52,USA,536095,27166,2359,506,35.2,6.1,0
2744,YouTube,Comedie,2016,4,19,Canada,15151,15863,1417,260,74.4,5.8,0
2745,YouTube,SF,2016,12,3,France,177409,6211,709,45,74.3,6.7,0
2746,YouTube,Drame,2022,4,5,Allemagne,4108,1860,256,15,76.3,5.8,0
2747,YouTube,Horreur,2016,9,47,USA,46383,424709,35474,1648,42.7,3.8,1
2748,YouTube,SF,2020,11,25,USA,151,476,67,0,82.6,8.2,0
2749,YouTube,Biopic,2023,4,4,USA,3292,19243,2052,1,64.5,6.3,0
2750,YouTube,Drame,2020,8,49,Allemagne,21758,2417,452,5,57.4,6.2,0
2751,YouTube,Action,2018,3,20,France,10649,9290,1235,85,63.6,8.5,0
2752,YouTube,Romance,2016,5,58,USA,1633,65092,10783,121,58.5,5.7,0
2753,YouTube,Animation,2015,4,53,France,8108,1367,84,30,57.9,7.1,0
2754,YouTube,Biopic,2016,9,5,Allemagne,42587,13421,1217,7,72.5,6.5,0
2755,YouTube,Horreur,2023,11,42,Canada,18537,5790,325,14,77.4,7.0,0
2756,YouTube,Horreur,2016,4,37,France,24881,599,3,8,45.3,5.6,0
2757,YouTube,Animation,2015,4,12,France,95219,69234,7741,259,80.1,7.9,0
2758,YouTube,Thriller,2022,10,22,USA,11088,17640,733,537,94.9,9.2,0
2759,YouTube,SF,2018,6,30,USA,333819,1005,80,6,74.9,5.1,0
2760,YouTube,Comedie,2018,7,11,Canada,3045,47050,4340,568,52.4,7.6,0
2761,YouTube,SF,2021,9,44,USA,1041325,372,43,13,42.1,6.7,0
2762,YouTube,Thriller,2019,2,18,USA,204041,2772,70,44,82.0,7.1,0
2763,YouTube,Action,2023,11,56,UK,10807,1019,61,12,78.0,7.2,0
2764,YouTube,Drame,2019,5,48,USA,12349,19502,893,213,50.9,4.6,0
2765,YouTube,Romance,2021,8,39,France,33305,898,25,5,51.5,5.3,0
2766,YouTube,Thriller,2022,6,9,France,72936,19854,2561,159,45.6,6.1,0
2767,YouTube,Biopic,2019,10,4,USA,196633,13175,1017,1,78.0,8.3,0
2768,YouTube,SF,2017,8,11,UK,1508,1166,268,1,49.9,6.0,0
2769,YouTube,Biopic,2023,3,31,France,52832,289032,22965,352,45.8,7.2,1
2770,YouTube,Animation,2017,3,47,USA,319,462,48,1,72.9,6.6,0
2771,YouTube,Action,2015,11,11,France,15450,100,9,0,69.4,6.6,0
2772,YouTube,Drame,2020,7,43,UK,403456,25342,4003,361,59.0,6.7,0
2773,YouTube,Documentaire,2023,4,5,France,1293,100,7,1,60.0,5.3,0
2774,YouTube,Romance,2015,2,18,USA,899,124186,4528,876,68.9,6.3,1
2775,YouTube,Thriller,2022,2,37,France,34255,3844,160,14,63.9,5.9,0
2776,YouTube,Romance,2022,12,50,USA,353224,100,4,1,59.0,6.4,0
2777,YouTube,Biopic,2023,12,47,France,42225,278,12,5,93.9,5.5,0
2778,YouTube,Thriller,2018,5,33,USA,488,100,26,1,83.0,9.2,0
2779,YouTube,Action,2017,3,5,Canada,760,7763,1041,245,92.0,3.9,0
2780,YouTube,Thriller,2019,6,19,France,26782,108,6,2,40.5,4.0,0
2781,YouTube,Biopic,2016,2,47,UK,2082,10459,523,46,66.9,7.1,0
2782,YouTube,Documentaire,2022,7,7,USA,28951,1391,66,7,60.5,7.7,0
2783,YouTube,Horreur,2020,8,43,USA,32597,908,83,1,61.9,8.9,0
2784,YouTube,Biopic,2019,12,43,USA,8270,10650,2183,158,53.8,6.1,0
2785,YouTube,Comedie,2019,4,45,USA,830271,14168,2029,292,67.6,6.5,0
2786,YouTube,Drame,2021,3,15,UK,71749,52287,7725,909,95.0,7.3,0
2787,YouTube,Action,2019,2,16,Canada,248495,611,64,0,55.2,8.6,0
2788,YouTube,Action,2022,5,14,Canada,138851,2766,40,34,35.3,4.5,0
2789,YouTube,Horreur,2023,8,25,France,16315,608,33,2,61.5,6.8,0
2790,YouTube,Biopic,2023,1,32,UK,14929,4480,522,1,79.9,7.5,0
2791,YouTube,Comedie,2020,10,9,France,12146,425,107,9,52.8,6.0,0
2792,YouTube,Documentaire,2021,6,35,USA,86008,1032,299,11,65.2,7.2,0
2793,YouTube,Romance,2017,10,16,France,5998,1045,243,22,60.4,5.6,0
2794,YouTube,Action,2015,6,35,France,693888,6206,160,19,61.5,8.3,0
2795,YouTube,Biopic,2018,2,20,UK,4955,3003,34,2,57.4,3.9,0
2796,YouTube,Horreur,2022,1,57,Allemagne,33824,10569,890,274,92.0,6.1,0
2797,YouTube,Romance,2016,7,21,France,13930,2281,314,7,91.0,7.4,0
2798,YouTube,Documentaire,2019,7,52,USA,8941,699,34,2,82.3,6.1,0
2799,YouTube,Thriller,2016,10,12,UK,1697545,4808,522,18,70.7,7.8,0
2800,YouTube,Documentaire,2018,11,7,Espagne,9153,300,68,2,80.7,6.6,0
2801,YouTube,SF,2016,2,13,UK,11974,12368,1879,13,83.1,7.0,0
2802,YouTube,Biopic,2021,4,26,France,5835,1460,245,10,66.0,7.3,0
2803,YouTube,Action,2022,3,54,France,23910,4970,388,8,67.2,6.4,0
2804,YouTube,Comedie,2021,2,13,UK,17986,5167,419,35,45.7,4.0,0
2805,YouTube,Biopic,2021,1,47,France,2348,163384,16646,952,60.2,9.1,1
2806,YouTube,Drame,2017,1,42,Allemagne,9426,7738,289,25,73.6,8.6,0
2807,YouTube,Thriller,2019,7,22,Allemagne,74561,3579,495,13,50.9,7.6,0
2808,YouTube,Documentaire,2015,2,22,Espagne,171780,527,111,1,82.0,6.0,0
2809,YouTube,Comedie,2018,3,57,France,23109,22158,323,631,74.5,7.2,0
2810,YouTube,Romance,2019,2,43,UK,24784,1516,25,16,78.4,3.9,0
2811,YouTube,Drame,2021,9,16,UK,10700,100,12,0,93.5,4.2,0
2812,YouTube,Comedie,2015,8,54,France,8063,1830,55,1,68.0,10.0,0
2813,YouTube,Biopic,2022,12,26,France,3501,4811,311,41,38.7,4.6,0
2814,YouTube,Comedie,2019,2,7,France,979,385,94,4,54.0,6.0,0
2815,YouTube,Action,2022,3,49,USA,5405,2218,139,5,78.6,6.7,0
2816,YouTube,Animation,2019,6,52,Espagne,134336,2493,440,11,45.9,7.0,0
2817,YouTube,Horreur,2019,8,28,Canada,9425,2592,233,22,54.3,6.5,0
2818,YouTube,Comedie,2021,2,43,France,11025,65290,6762,1055,22.2,5.9,0
2819,YouTube,Documentaire,2022,3,16,USA,10604,112,14,6,74.2,6.3,0
2820,YouTube,Romance,2016,6,51,France,265512,481425,62953,1150,80.4,8.2,1
2821,YouTube,Horreur,2019,1,24,France,3440,2746,113,16,95.0,7.5,0
2822,YouTube,Comedie,2015,5,18,France,38334,12714,1708,145,83.6,7.5,0
2823,YouTube,Biopic,2019,10,31,UK,19207,4103,50,28,64.1,3.6,0
2824,YouTube,Animation,2022,7,18,UK,25231,100,10,0,67.9,7.3,0
2825,YouTube,Horreur,2022,6,38,Canada,35907,212,9,5,91.0,6.7,0
2826,YouTube,Thriller,2017,6,45,Allemagne,24694,803,199,1,65.7,5.5,0
2827,YouTube,Biopic,2018,12,26,France,107585,35749,3056,215,41.8,9.3,0
2828,YouTube,Animation,2019,7,47,UK,20774,100,3,0,77.8,4.3,0
2829,YouTube,Comedie,2018,7,27,France,721258,350,32,1,80.7,6.4,0
2830,YouTube,Biopic,2016,12,58,USA,24075,4501,552,2,72.7,8.3,0
2831,YouTube,Documentaire,2017,2,18,USA,730,9721,645,35,56.1,6.7,0
2832,YouTube,Thriller,2018,2,43,France,78954,9016,1520,77,58.6,3.6,0
2833,YouTube,Romance,2019,6,33,France,48252,254,14,0,77.2,8.7,0
2834,YouTube,Thriller,2023,4,56,France,23507,100,12,3,50.0,3.9,0
2835,YouTube,Romance,2019,3,15,France,13106,11471,821,31,91.9,4.7,0
2836,YouTube,Biopic,2018,2,14,Espagne,320,107238,26689,310,86.0,8.0,1
2837,YouTube,Horreur,2020,11,52,France,448,1257,107,8,91.0,5.1,0
2838,YouTube,Drame,2021,8,54,USA,594239,170,36,2,82.4,6.1,0
2839,YouTube,Biopic,2018,9,45,Espagne,6829,1017,21,7,75.4,5.0,0
2840,YouTube,SF,2019,2,30,USA,151939,7983,804,16,41.9,6.6,0
2841,YouTube,Documentaire,2016,5,26,USA,892,1664,24,5,73.9,8.3,0
2842,YouTube,Documentaire,2022,8,40,Allemagne,2714,100507,15278,1604,67.5,4.1,1
2843,YouTube,SF,2022,7,45,France,85586,30104,3770,63,36.4,6.9,0
2844,YouTube,SF,2016,9,18,France,17943,4726,562,32,65.5,3.9,0
2845,YouTube,SF,2018,9,3,USA,64558,100,6,3,66.1,9.6,0
2846,YouTube,Horreur,2017,5,7,USA,21434,528,8,10,82.5,5.1,0
2847,YouTube,Thriller,2023,10,22,Canada,14539,757,149,9,50.9,7.3,0
2848,YouTube,Drame,2015,4,41,France,5652,461,9,1,62.4,6.9,0
2849,YouTube,Thriller,2016,1,28,UK,2022,4803,353,64,72.1,6.7,0
2850,YouTube,Comedie,2017,11,38,UK,364179,5057,1048,55,76.4,5.8,0
2851,YouTube,Thriller,2020,1,29,Espagne,506165,100,8,1,69.5,4.4,0
2852,YouTube,Comedie,2017,4,17,France,2758,22281,794,201,57.6,8.7,0
2853,YouTube,Action,2019,2,45,France,2420,3103,340,69,40.8,5.1,0
2854,YouTube,Documentaire,2021,3,44,Espagne,10986,7288,641,138,65.8,6.3,0
2855,YouTube,Action,2022,5,57,UK,43515,19188,644,17,71.3,6.0,0
2856,YouTube,Romance,2015,2,50,France,15311,438,92,8,78.8,8.0,0
2857,YouTube,Documentaire,2016,6,24,France,59816,69373,5605,486,68.4,9.9,0
2858,YouTube,Documentaire,2015,12,43,Canada,19960,2091,218,14,56.7,5.5,0
2859,YouTube,SF,2023,2,22,USA,17513,130792,7295,4451,87.6,6.7,1
2860,YouTube,Comedie,2020,12,52,USA,2747377,318,29,1,92.2,8.1,0
2861,YouTube,Biopic,2019,5,37,Allemagne,7704,108620,6016,695,90.8,8.5,1
2862,YouTube,Horreur,2022,8,50,France,585308,311,24,9,34.2,6.3,0
2863,YouTube,Animation,2020,6,19,France,397808,1744455,283814,11134,72.1,6.3,1
2864,YouTube,Action,2017,4,3,UK,60366,276,68,1,30.8,8.4,0
2865,YouTube,Action,2019,2,11,Allemagne,467,41834,2086,6,45.0,3.7,0
2866,YouTube,Thriller,2021,8,33,France,23438,1204,119,2,40.3,7.9,0
2867,YouTube,Comedie,2015,11,57,UK,7868,17810,1717,287,53.0,5.3,0
2868,YouTube,Horreur,2020,7,38,France,22929,2693,238,3,46.3,6.7,0
2869,YouTube,Drame,2019,8,49,France,2628,194,6,2,52.7,6.6,0
2870,YouTube,Drame,2015,8,29,Allemagne,99959,100,1,1,67.5,5.6,0
2871,YouTube,Biopic,2017,5,57,France,157939,1573728,74093,915,37.2,7.0,1
2872,YouTube,Horreur,2019,2,56,France,228673,3578,448,5,58.4,6.0,0
2873,YouTube,Drame,2018,7,15,Canada,10256,100,21,0,89.4,8.0,0
2874,YouTube,Thriller,2017,11,52,USA,2646,6351,76,79,46.3,5.4,0
2875,YouTube,Romance,2020,4,4,USA,44505,16713,1911,103,62.1,4.9,0
2876,YouTube,Animation,2018,11,36,Canada,738331,498,18,1,82.8,6.7,0
2877,YouTube,Biopic,2019,11,27,France,25305,507,124,4,69.2,6.4,0
2878,YouTube,Horreur,2022,3,20,UK,54425,2836,180,42,64.6,8.8,0
2879,YouTube,Biopic,2015,7,56,USA,13768,60263,9236,827,26.2,6.5,0
2880,YouTube,Action,2018,9,40,France,8047,3827,279,5,60.9,6.5,0
2881,YouTube,Drame,2015,6,10,UK,82170,115619,16013,1085,42.0,4.7,1
2882,YouTube,Romance,2023,9,10,USA,17816,50415,3964,102,64.1,6.8,0
2883,YouTube,Action,2016,11,9,Allemagne,49367,1682,84,36,53.7,4.8,0
2884,YouTube,Thriller,2022,8,20,Allemagne,60779,100,1,0,82.4,6.2,0
2885,YouTube,Comedie,2016,11,6,Canada,44136,1691,182,12,73.2,5.1,0
2886,YouTube,Biopic,2017,10,18,USA,67218,11116,2643,288,85.9,7.3,0
2887,YouTube,Action,2020,10,46,France,3999,3462,164,6,76.8,6.3,0
2888,YouTube,Comedie,2022,11,52,Allemagne,3540,14560,1776,36,90.8,8.2,0
2889,YouTube,Comedie,2016,3,47,USA,20226,25810,1336,540,82.8,5.0,0
2890,YouTube,Comedie,2016,1,31,UK,21223,11239,481,137,63.0,6.6,0
2891,YouTube,Romance,2022,2,42,Canada,7749,1497,35,20,80.2,6.7,0
2892,YouTube,Thriller,2017,3,56,France,35667,10934,1220,34,82.4,6.3,0
2893,YouTube,Biopic,2016,9,6,France,135460,797080,100249,5976,62.7,8.1,1
2894,YouTube,Drame,2021,7,54,UK,236812,100,15,0,55.6,6.4,0
2895,YouTube,Romance,2015,6,44,USA,371210,10079,569,217,74.2,4.9,0
2896,YouTube,Animation,2022,1,25,France,1588,290688,57504,835,88.7,7.1,1
2897,YouTube,Animation,2022,9,28,USA,2151,158,2,0,78.4,9.2,0
2898,YouTube,Documentaire,2022,5,27,Canada,12341,36415,703,164,68.5,5.5,0
2899,YouTube,Drame,2017,10,11,USA,25863,50858,4369,305,54.7,6.4,0
2900,YouTube,Romance,2016,2,16,France,13672,100,1,1,61.9,6.8,0
2901,YouTube,Horreur,2018,4,19,UK,7293,17692,920,332,58.3,7.9,0
2902,YouTube,Horreur,2018,1,3,Canada,11982,1512,198,1,73.4,7.6,0
2903,YouTube,Animation,2023,4,31,Espagne,57908,2562,100,2,70.3,6.7,0
2904,YouTube,Animation,2020,12,30,France,1541,1322,214,2,44.8,5.9,0
2905,YouTube,Horreur,2023,6,21,Allemagne,2389785,79357,6133,2549,89.7,5.8,0
2906,YouTube,Animation,2021,6,13,Canada,22970,2252,144,171,70.6,7.2,0
2907,YouTube,Biopic,2021,4,58,UK,180176,936,20,9,77.9,5.4,0
2908,YouTube,Comedie,2016,4,41,USA,6904,976,69,12,70.6,4.4,0
2909,YouTube,Thriller,2015,9,30,France,69473,1270,94,6,84.5,6.1,0
2910,YouTube,Comedie,2015,12,44,USA,26908,200,26,11,41.2,5.7,0
2911,YouTube,Action,2020,9,24,France,122224,915,267,1,81.5,5.9,0
2912,YouTube,SF,2016,9,15,France,14804,4000,514,89,87.8,7.3,0
2913,YouTube,Drame,2023,6,41,Allemagne,490473,8192,360,194,24.6,6.6,0
2914,YouTube,SF,2016,2,46,France,1114,60481,9771,916,63.3,6.1,0
2915,YouTube,SF,2023,9,40,Espagne,147082,5444,401,13,71.3,4.7,0
2916,YouTube,Animation,2021,10,35,USA,27929,910,103,9,53.2,5.9,0
2917,YouTube,Biopic,2015,7,3,Canada,2873,238,11,2,48.4,4.1,0
2918,YouTube,Horreur,2015,2,39,France,1092666,6224,607,39,45.5,5.3,0
2919,YouTube,Thriller,2018,9,38,UK,888593,2222,293,24,88.6,5.3,0
2920,YouTube,Thriller,2018,12,26,USA,348,2414,82,46,76.7,6.5,0
2921,YouTube,Documentaire,2017,3,16,Allemagne,31368,5746,43,79,49.3,6.6,0
2922,YouTube,Comedie,2019,2,58,France,90339,10921,980,285,72.4,6.1,0
2923,YouTube,Romance,2016,9,24,France,53284,5850,816,55,51.7,4.8,0
2924,YouTube,SF,2016,4,18,Espagne,456370,1946,182,11,26.7,3.9,0
2925,YouTube,Comedie,2021,9,43,France,301120,402,25,9,67.5,8.5,0
2926,YouTube,Animation,2023,9,30,UK,37435,644,122,14,84.3,5.2,0
2927,YouTube,Thriller,2017,4,34,France,2093205,24850,2132,156,95.0,6.1,0
2928,YouTube,Comedie,2023,1,39,France,143443,1033,11,3,47.8,5.8,0
2929,YouTube,Animation,2018,7,24,USA,10907,103,10,2,85.8,7.8,0
2930,YouTube,Comedie,2018,5,11,USA,7297,54118,7305,443,45.4,6.9,0
2931,YouTube,Animation,2015,11,12,USA,264787,282,44,5,95.0,5.4,0
2932,YouTube,Comedie,2018,5,56,USA,4510,3255,194,13,41.6,7.3,0
2933,YouTube,SF,2019,3,31,UK,9706,10177,1003,194,80.9,4.5,0
2934,YouTube,Horreur,2020,11,26,Espagne,13641,3005,114,15,41.5,6.3,0
2935,YouTube,Drame,2016,9,21,France,44860,100,20,1,73.3,2.0,0
2936,YouTube,Documentaire,2016,8,44,USA,14959,7912,161,9,67.5,7.0,0
2937,YouTube,Documentaire,2018,12,55,USA,1581,82138,6377,1676,83.8,5.9,1
2938,YouTube,Biopic,2015,10,46,Canada,225068,21297,2352,806,90.0,6.2,0
2939,YouTube,Comedie,2016,11,33,USA,9810,100,1,1,87.6,8.3,0
2940,YouTube,Documentaire,2020,10,30,UK,1251521,608109,36937,2541,80.3,5.4,1
2941,YouTube,Biopic,2023,5,52,USA,40456,108,12,0,46.2,5.4,0
2942,YouTube,Documentaire,2020,1,51,UK,277732,201,20,5,83.5,4.3,0
2943,YouTube,Comedie,2016,8,25,Canada,77786,21050,3566,46,46.8,6.6,0
2944,YouTube,Horreur,2023,10,57,USA,305624,9247,636,28,52.2,6.4,0
2945,YouTube,Comedie,2019,12,50,USA,68918,3644,672,20,56.8,7.6,0
2946,YouTube,Romance,2021,9,51,France,35254,718,88,3,53.9,6.4,0
